Geography,product,unit,carbon footprint in kg CO2e,Source of information
Rest of the World,"ventilation duct, steel, 100x50 mm",m,7.140145206,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"ventilation duct, steel, 100x50 mm",m,6.737636053,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation of dwellings, central, 1 x 720 m3/h",m2*year,0.435546431,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation of dwellings, central, 1 x 720 m3/h",m2*year,2.726367599,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation of dwellings, central, 1 x 720 m3/h",m2*year,0.541676957,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation of dwellings, central, 1 x 720 m3/h",m2*year,2.838104098,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation of dwellings, decentralized, 6 x 120 m3/h",m2*year,0.467437381,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation of dwellings, decentralized, 6 x 120 m3/h",m2*year,2.977971152,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation of dwellings, decentralized, 6 x 120 m3/h",m2*year,0.569647287,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation of dwellings, decentralized, 6 x 120 m3/h",m2*year,2.854493231,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation of dwellings, decentralized, 6 x 120 m3/h",m2*year,0.573567907,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation of dwellings, decentralized, 6 x 120 m3/h",m2*year,3.089707651,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation of dwellings, decentralized, 6 x 120 m3/h",m2*year,0.675777812,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation of dwellings, decentralized, 6 x 120 m3/h",m2*year,2.96622973,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger",unit,7927.626782,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger",unit,6935.67697,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger",unit,12040.59642,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger",unit,11272.64606,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts",unit,5158.087294,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts",unit,4800.420334,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger",unit,9624.361306,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger",unit,8549.928873,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation system, decentralized, 6 x 120 m3/h, steel ducts",unit,9271.056927,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation system, decentralized, 6 x 120 m3/h, steel ducts",unit,9137.389428,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger",unit,13737.33094,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger",unit,12886.89797,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"venting of argon, crude, liquid",kg,2.322541328,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"venting of nitrogen, liquid",kg,0.436283646,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"venting of nitrogen, liquid",kg,0.202013219,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,vermiculite,kg,0.002216425,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
South Africa,vermiculite,kg,0.002262276,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"vinasse, from fermentation of sugar beet molasses",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"vinasse, from fermentation of sugar beet",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"vinasse, from fermentation of sugarcane",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"vinasse, from fermentation of sweet sorghum",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,vinyl acetate,kg,2.747324282,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,vinyl acetate,kg,2.445339059,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,vinyl carbonate,kg,7.979010796,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,vinyl chloride,kg,1.976064473,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,vinyl chloride,kg,1.506611673,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,hydrogen fluoride,kg,8.006084674,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,vinyl fluoride,kg,9.607301609,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,hydrogen fluoride,kg,7.887705317,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,vinyl fluoride,kg,9.46524638,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,wafer factory,unit,98565.7245,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,wafer factory,unit,101785.4163,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"wafer, fabricated, for integrated circuit",m2,27930.16045,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,washing machine,unit,376.090971,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"washing, drying and finishing laundry",kg,0.316071643,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"waste collection lorry, 21 metric ton",unit,34756.8687,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"waste collection lorry, 21 metric ton",unit,45995.18209,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,waste newspaper,kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste packaging glass, unsorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,waste packaging paper,kg,1.21E-18,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,waste paper sorting facility,unit,6591570.622,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,waste paper sorting facility,unit,6579121.062,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste paper, sorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste paper, unsorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste paperboard, sorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste paperboard, unsorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste plastic, consumer electronics, sorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste plastic, consumer electronics, unsorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste polyethylene terephthalate, for recycling, sorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste polyethylene terephthalate, for recycling, unsorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste polyethylene, for recycling, sorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste polyethylene, for recycling, unsorted",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,waste preparation facility,unit,2082700.179,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,waste preparation facility,unit,2162481.182,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"waste wood, post-consumer",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"wastewater treatment facility, capacity 1.6E8l/year",unit,631994.2934,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"wastewater treatment facility, capacity 1.6E8l/year",unit,838341.3798,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"wastewater treatment facility, capacity 5E9l/year",unit,18804824.6,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"wastewater treatment facility, capacity 5E9l/year",unit,24947922.37,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Quebec,"wastewater treatment facility, capacity 1E9l/year",unit,4898231.169,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Quebec,"wastewater treatment facility, capacity 1.1E10l/year",unit,9358527.387,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Quebec,"wastewater treatment facility, capacity 1.6E8l/year",unit,2986278.156,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Quebec,"wastewater treatment facility, capacity 5E9l/year",unit,7564019.035,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"water, completely softened",kg,0.000638978,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"water, completely softened",kg,0.000324792,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"water, completely softened",kg,0.000410658,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Brazil,"water, decarbonised",kg,3.58E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada,"water, decarbonised",kg,3.88E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"water, decarbonised",kg,1.91E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"water, decarbonised",kg,0.000134152,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"water, decarbonised",kg,7.41E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Spain,"water, decarbonised",kg,4.85E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
France,"water, decarbonised",kg,2.49E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Great Britain,"water, decarbonised",kg,5.20E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
India,"water, decarbonised",kg,0.000180155,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"water, decarbonised",kg,0.000104272,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"water, decarbonised",kg,9.48E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"water, decarbonised",kg,7.43E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
South Africa,"water, decarbonised",kg,0.000149672,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"water, deionised",kg,0.000337751,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe without Switzerland,"water, deionised",kg,0.000434144,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"water, deionised",kg,0.000468108,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Quebec,"water, ultrapure",kg,0.000633208,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"water, ultrapure",kg,0.006266352,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"water, ultrapure",kg,0.002595463,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Brazil,"water pump operation, diesel",MJ,0.099080457,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Quebec,"water pump operation, diesel",MJ,0.103290368,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"water pump operation, diesel",MJ,0.108397624,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"water pump operation, diesel",MJ,0.103290368,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Colombia,"water pump operation, diesel",MJ,0.103659761,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
